code|preferred_name|synonymous_name|short_name|version_number|revision_number|preferred_letter_symbol|synonymous_letter_symbol|data_element_type_class|definition_class|applicable_classes|property_data_element_type|formula|definition|source_document_of_definition|note|remark|unit_of_measure|code_of_unit|alternative_unit_of_measure|code_of_alternative_unit|code_of_list_of_units|data_type|value_list_code|value_list|value_format|status_level|version_released_on|revision_released_on|obsolete_date|version_initiated_on|definition_classes|symbol|enumeration_code|class_type|superclass|higher-level_classes|properties|inherited_properties|Domain|enumerated_list_of_terms|enumeration_code_list|applicable_properties|enumerated_list_of _terms|enumerated_list of_terms|property_data _element_type
http://www.iop.rwth-aachen.de/PPC/1/1/deviceType|device type|||1|1|||A55|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice|NON_DEPENDENT_P_DET||Classification of the type the handling device can be assigned.|<eigene>|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType|['http://www.iop.rwth-aachen.de/IM/1/1/demolding', 'http://www.iop.rwth-aachen.de/IM/1/1/insertSupply', 'http://www.iop.rwth-aachen.de/IM/1/1/spureRemoval', 'http://www.iop.rwth-aachen.de/IM/1/1/palletizing', 'http://www.iop.rwth-aachen.de/IM/1/1/wasteSeperation', 'http://www.iop.rwth-aachen.de/IM/1/1/orientation']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/discontiniousPressurePneumatic|discontinious pressure-pneumatic||@DIPP|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/conveyor||||In the pressure conveying system, the material is fed centrally into a strong air stream and transported to the desired location. In general, this system is best suited for conveying from one feed point to various consumers with large throughput quantities. In this case, the material can be transported well over long distances. The conveying process is discontinous.|Handbuch Spritzgießen, 2 ed., 2004, ISBN: 9783446440982||||||||||||Proposal||||||DIPP|http://www.iop.rwth-aachen.de/IM/1/1/EnumConvType||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/discontiniousSuction|discontinious suction||@DISU|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/conveyor||||In a vacuum conveying system, the free-flowing raw material is transported to the required to the desired points of consumption. This system is often used because of its simple design. The conveying process is discontinous.|Handbuch Spritzgießen, 2 ed., 2004, ISBN: 9783446440982||||||||||||Proposal||||||DISU|http://www.iop.rwth-aachen.de/IM/1/1/EnumConvType||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/disturbance|disturbance||@DIST|1|1||||||||The technical asset does not process normally due to a disturbance, so the asset cannot process. It has to b checked if the asset is defect or the disturbance can be remove so the asset can proceed as usual / as planned.|<eigene>||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset', 'http://www.iop.rwth-aachen.de/PPC/1/1/operation']|DIST|['http://www.iop.rwth-aachen.de/PPC/1/1/EnumTecAssetStatus', 'http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus']||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/dryCycleTime|dry cycle time|||1|1|t_drycycle}||T07|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Measure of the basic speed of the machine. It includes all cycle operations except plasticizing, mold filling, and cooling of the molded part.|DIN 24450|||s|UAA972|min|UAA842|UAD197|REAL|||NR2..5|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/dryer|dryer||@DRY|1|1||||||||Plastic materials, either in virgin forms or regrind, are subject to contamination by moisture, which manifests itself in various ways. A dryer is the technical asset to remove or reduce the materials moisture.|Injection Molding Handbook, 3 ed., 2000, ISBN: 9781461545972||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/IM/1/1/dryerId', 'http://www.iop.rwth-aachen.de/IM/1/1/dryingType', 'http://www.iop.rwth-aachen.de/IM/1/1/dryingTemperature', 'http://www.iop.rwth-aachen.de/IM/1/1/temperatureMax', 'http://www.iop.rwth-aachen.de/IM/1/1/heatingPower', 'http://www.iop.rwth-aachen.de/IM/1/1/preHeatingDuration', 'http://www.iop.rwth-aachen.de/IM/1/1/pressurePortType', 'http://www.iop.rwth-aachen.de/IM/1/1/airQuantity', 'http://www.iop.rwth-aachen.de/PPC/1/1/throughput', 'http://www.iop.rwth-aachen.de/IM/1/1/volume']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']|||||||
http://www.iop.rwth-aachen.de/IM/1/1/dryerId|dryer identificator|||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/dryer|NON_DEPENDENT_P_DET||Unique identification of the dryer.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/dryingTemperature|drying temperature|||1|1|ϑ_drying}||H02|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/dryer|NON_DEPENDENT_P_DET||The current drying temperature.|<eigene>|||°C|UAA033|K|UAA185|UAD023|REAL_MEASURE|||NR2..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/dryingTemperatureMax|maximum drying temperature|||1|1|ϑ_drying,max}||H02|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||The maximum temperature of a plastic granulate is allowed for the drying process to avoid material damage.|<eigene>|||°C|UAA033|K|UAA185|UAD023|REAL|||NR2..3|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/dryingType|drying type|||1|1|||A55|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/IM/1/1/dryer|NON_DEPENDENT_P_DET||Type of dryer.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/ejectorForce|ejector force|||1|1|F_eject}||K09|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|['http://www.iop.rwth-aachen.de/IM/1/1/injectionMoldingMachine', 'http://www.iop.rwth-aachen.de/IM/1/1/mold']|NON_DEPENDENT_P_DET||The force that can be applied to the ejector.|DIN 24450|||kN|UAA573|||UAD054|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/ejectorStroke|ejector stroke|||1|1|d_ejector}||T03|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Distance of the ejectors in the mold during demolding.|DIN 24450|||mm|UAA862 |cm|UAA375|UAD072|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/endTime|end time|||1|1|||A31|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||End time of the shift.|<eigene>|||none|||||TIME|||X 5|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/entryType|entry type|shift type||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|NON_DEPENDENT_P_DET||Defines the type of work calendar definition entry.|IEC 62264-4|||none|||||ENUM_STRING|http://www.iop.rwth-aachen.de/PPC/1/1/EnumShiftType|['http://www.iop.rwth-aachen.de/PPC/1/1/workShift', 'http://www.iop.rwth-aachen.de/PPC/1/1/bankHoliday', 'http://www.iop.rwth-aachen.de/PPC/1/1/plantShutdown']|X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumAssetStatus|asset status||@STAS|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/construction', 'http://www.iop.rwth-aachen.de/PPC/1/1/verification', 'http://www.iop.rwth-aachen.de/PPC/1/1/approved', 'http://www.iop.rwth-aachen.de/PPC/1/1/updating', 'http://www.iop.rwth-aachen.de/PPC/1/1/expired']|['CONST', 'VERY', 'APPR', 'UPDT', 'EXPI']|http://www.iop.rwth-aachen.de/PPC/1/1/status|||
http://www.iop.rwth-aachen.de/IM/1/1/EnumChType|channel type||@TYCH|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/temperatureControlDevice|||||||||||||||||Proposal|||||||||||||||['HOTR', 'CLDR']|http://www.iop.rwth-aachen.de/IM/1/1/channelType|['http://www.iop.rwth-aachen.de/IM/1/1/hotRunner', 'http://www.iop.rwth-aachen.de/IM/1/1/coldRunner']||
http://www.iop.rwth-aachen.de/IM/1/1/EnumConvType|conveyor type||@TYCO|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/conveyor|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/IM/1/1/screw\nhttp://www.iop.rwth-aachen.de/IM/1/1/multiStage\nhttp://www.iop.rwth-aachen.de/IM/1/1/continiousPressurePneumatic\nhttp://www.iop.rwth-aachen.de/IM/1/1/discontiniousPressurePneumatic\nhttp://www.iop.rwth-aachen.de/IM/1/1/continiousSuction\nhttp://www.iop.rwth-aachen.de/IM/1/1/discontiniousSuction']|['SCRW', 'MSTG', 'COPP', 'DIPP', 'COSU', 'DISU']|http://www.iop.rwth-aachen.de/PPC/1/1/convType|||
http://www.iop.rwth-aachen.de/IM/1/1/EnumDeviceType|device type||@TYDE|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice|||||||||||||||||Proposal|||||||||||||||['DEMO', 'INSU', 'SRVL', 'PLLT', 'WSEP', 'ORNT']|http://www.iop.rwth-aachen.de/PPC/1/1/deviceType||['http://www.iop.rwth-aachen.de/IM/1/1/demolding', 'http://www.iop.rwth-aachen.de/IM/1/1/insertSupply', 'http://www.iop.rwth-aachen.de/IM/1/1/spureRemoval', 'http://www.iop.rwth-aachen.de/IM/1/1/palletizing', 'http://www.iop.rwth-aachen.de/IM/1/1/wasteSeperation', 'http://www.iop.rwth-aachen.de/IM/1/1/orientation']|
http://www.iop.rwth-aachen.de/PPC/1/1/EnumMatType|material type||@TYMA|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition|||||||||||||||||Proposal||||||||||||||||http://www.iop.rwth-aachen.de/PPC/1/1/materialType|||
http://www.iop.rwth-aachen.de/IM/1/1/EnumMoldStatus|mold status||@STMO|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/mold|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/IM/1/1/mouldInstalled', 'http://www.iop.rwth-aachen.de/IM/1/1/mouldChange', 'http://www.iop.rwth-aachen.de/IM/1/1/mouldNotInstalled', 'http://www.iop.rwth-aachen.de/IM/1/1/other']|['MINS', 'MCHG', 'MNIN', 'MOTH']|http://www.iop.rwth-aachen.de/IM/1/1/status|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus|operation status||@STOP|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/operation|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/waiting', 'http://www.iop.rwth-aachen.de/PPC/1/1/setup', 'http://www.iop.rwth-aachen.de/PPC/1/1/inProgress', 'http://www.iop.rwth-aachen.de/PPC/1/1/disturbance', 'http://www.iop.rwth-aachen.de/PPC/1/1/cancelled', 'http://www.iop.rwth-aachen.de/PPC/1/1/finished']|['WAIT', 'SETU', 'PROG', 'DIST', 'CNCL', 'FIN']|http://www.iop.rwth-aachen.de/PPC/1/1/statusOp|||
http://www.iop.rwth-aachen.de/IM/1/1/EnumParticleShape|particle shape||@PSHP|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|||||||||||||||||Proposal||||||||||||||||http://www.iop.rwth-aachen.de/IM/1/1/particleShape|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumPersonStatus|person status||@STPE|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/part|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/pause', 'http://www.iop.rwth-aachen.de/PPC/1/1/vacation', 'http://www.iop.rwth-aachen.de/PPC/1/1/nonWorkingTime']|['IDLE', 'BLOC', 'PAUS', 'VAC', 'NWT']|http://www.iop.rwth-aachen.de/PPC/1/1/status|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus|production order status||@STPO|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/released', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialAvailabilityNotChecked', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialNotAvailable', 'http://www.iop.rwth-aachen.de/PPC/1/1/materialConfirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionDocumentsFetched', 'http://www.iop.rwth-aachen.de/PPC/1/1/goodsMovementOccured', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyConfirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/fullyConfirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyDelivered', 'http://www.iop.rwth-aachen.de/PPC/1/1/fullyDeliverd']|['RLSD', 'MANC', 'MANA', 'MACF', 'DOC', 'GDMV', 'PTCF', 'FUCF', 'PTDL', 'FUDL']|http://www.iop.rwth-aachen.de/PPC/1/1/poStatus|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumPriority|priority||@PRIO|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/low', 'http://www.iop.rwth-aachen.de/PPC/1/1/normal', 'http://www.iop.rwth-aachen.de/PPC/1/1/high']|['LOW', 'NORM', 'HIGH']|http://www.iop.rwth-aachen.de/PPC/1/1/priority|||
http://www.iop.rwth-aachen.de/IM/1/1/EnumResForm|resin form||@FORE|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/conveyor', 'http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer', 'http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate']|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/IM/1/1/granules', 'http://www.iop.rwth-aachen.de/IM/1/1/powder', 'http://www.iop.rwth-aachen.de/IM/1/1/flakes', 'http://www.iop.rwth-aachen.de/IM/1/1/liquid', 'http://www.iop.rwth-aachen.de/IM/1/1/tape']|['GRNL', 'PWDR', 'FLKS', 'LQID', 'TAPE']|http://www.iop.rwth-aachen.de/IM/1/1/resinForm|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumSDStatus|sales document status||@STSD|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/open', 'http://www.iop.rwth-aachen.de/PPC/1/1/confirmed', 'http://www.iop.rwth-aachen.de/PPC/1/1/inProgress', 'http://www.iop.rwth-aachen.de/PPC/1/1/cancelled', 'http://www.iop.rwth-aachen.de/PPC/1/1/partlyDelivered', 'http://www.iop.rwth-aachen.de/PPC/1/1/delivered']|['OPEN', 'CONF', 'PRGR', 'CANC', 'PDLV', 'DLVD']|http://www.iop.rwth-aachen.de/PPC/1/1/sdStatus|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumShiftType|shift type||@TYSH|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/workShift', 'http://www.iop.rwth-aachen.de/PPC/1/1/bankHoliday', 'http://www.iop.rwth-aachen.de/PPC/1/1/plantShutdown']|['WSFT', 'BKHL', 'PLSD']|http://www.iop.rwth-aachen.de/PPC/1/1/entryType|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumStorageType|storage type||@TYST|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/storage', 'http://www.iop.rwth-aachen.de/PPC/1/1/storagePosition']|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/outerSilo', 'http://www.iop.rwth-aachen.de/PPC/1/1/innerSilo', 'http://www.iop.rwth-aachen.de/PPC/1/1/octabin', 'http://www.iop.rwth-aachen.de/PPC/1/1/bag', 'http://www.iop.rwth-aachen.de/PPC/1/1/container', 'http://www.iop.rwth-aachen.de/PPC/1/1/palette']|['OSIL', 'ISIL', 'OCTB', 'BAG', 'CONT', 'PALT']|http://www.iop.rwth-aachen.de/PPC/1/1/storageType|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumTecAssetStatus|technical asset status||@STTA|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/idle', 'http://www.iop.rwth-aachen.de/PPC/1/1/blocked', 'http://www.iop.rwth-aachen.de/PPC/1/1/disturbance', 'http://www.iop.rwth-aachen.de/PPC/1/1/defect', 'http://www.iop.rwth-aachen.de/PPC/1/1/inMaintenance']|['IDLE', 'BLOC', 'DIST', 'DEFC', 'MAIN']|http://www.iop.rwth-aachen.de/PPC/1/1/statusTA|||
http://www.iop.rwth-aachen.de/PPC/1/1/TechnicalAsset|technical asset||@TECH|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/batch|||||||||||||||||Proposal||||||||||||||||http://www.iop.rwth-aachen.de/PPC/1/1/resourceUsage|||
http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays|workdays||@DAYS|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||||||||||||Proposal||||||||||||||['http://www.iop.rwth-aachen.de/PPC/1/1/monday', 'http://www.iop.rwth-aachen.de/PPC/1/1/tuesday', 'http://www.iop.rwth-aachen.de/PPC/1/1/wednesday', 'http://www.iop.rwth-aachen.de/PPC/1/1/thursday', 'http://www.iop.rwth-aachen.de/PPC/1/1/friday\nhttp://www.iop.rwth-aachen.de/PPC/1/1/saturday', 'http://www.iop.rwth-aachen.de/PPC/1/1/sunday']|['MON', 'TUE', 'WED', 'THU', 'FRI', 'SAT', 'SUN']|http://www.iop.rwth-aachen.de/PPC/1/1/workdays|||
http://www.iop.rwth-aachen.de/PPC/1/1/expired|expired||@EXPI|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/part', 'http://www.iop.rwth-aachen.de/PPC/1/1/batch', 'http://www.iop.rwth-aachen.de/PPC/1/1/billOfMaterial', 'http://www.iop.rwth-aachen.de/PPC/1/1/BOMPosition']||||The part/material is no longer manufactured/buyed.|<eigene>||||||||||||Proposal||||||EXPI|http://www.iop.rwth-aachen.de/PPC/1/1/lcStatus||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/feedHopperTemperure|feed hopper temperature|||1|1|ϑ_feeder}||H02|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||The current temperature in the feed hopper.|<eigene>|||°C|UAA033|K|UAA185|UAD023|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/feedVolume|feed volume|||1|1|V_feed}||T06|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||The volume of the feeder.|<eigene>|||cm³|UAA385|||UAD238|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/finished|finished||@FIN|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/operation||||The operation is finished.|<eigene>||||||||||||Proposal||||||FIN|http://www.iop.rwth-aachen.de/PPC/1/1/EnumOpStatus||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/flakes|flakes||@FLKS|1|1||||"http://www.iop.rwth-aachen.de/PPC/1/1/conveyor
http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer
http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate"|||||||||||||||||Proposal||||||FLKS|http://www.iop.rwth-aachen.de/IM/1/1/EnumResForm||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/freeFlowingProperty|free flowing property|||1|1|||A58|http://www.iop.rwth-aachen.de/PPC/1/1/part|http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate|NON_DEPENDENT_P_DET||True, if the material can flow constantly out of a device (e.g., hopper). The methodology to determine the free-flowing property of a plastic granulate is specified in DIN 53492.|<eigene>|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/friday|friday||@FRI|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar|||||||||||||||||Proposal||||||FRI|http://www.iop.rwth-aachen.de/PPC/1/1/EnumWorkdays||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/fullyConfirmed|fully confirmed||@FUCF|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||The confirmation at of all operations were made, so the production process is finished|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||FUCF|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/fullyDeliverd|fully deliverd EnumPOStatus||@FUDLEnumPOStatus|1|1||||||||All parts of the manufacturing order  or all articles of the sales order were delivered to the mentioned destination.|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder', 'http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument']|FUDLEnumPOStatus|['http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus', 'http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus']||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/givenName|given name|first name||1|1|||A62|http://www.iop.rwth-aachen.de/PPC/1/1/person|http://www.iop.rwth-aachen.de/PPC/1/1/person|NON_DEPENDENT_P_DET||The name of the individual.|IEC 62264-2|||none|||||STRING|||X..40|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/goodsMovementOccured|goods movement occured||@GDMV|1|1||||http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder||||At least one goods movement for this production order occured.|Logistikprozesse mit SAP, 3 ed., 2011, ISBN: 9783834881199||||||||||||Proposal||||||GDMV|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPOStatus||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/granules|granules||@GRNL|1|1||||"http://www.iop.rwth-aachen.de/PPC/1/1/conveyor
http://www.iop.rwth-aachen.de/PPC/1/1/transportContainer
http://www.iop.rwth-aachen.de/PPC/1/1/plasticsGranulate"|||||||||||||||||Proposal||||||GRNL|||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity|gross capacity|||1|1|t_capacity,gross}||T07||['http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset', 'http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar']|NON_DEPENDENT_P_DET||The capacity of human or technical assets for a defined area within a certain period of time or time interval.|VDI 2815 Part 6|||h|UAA525|min|UAA842|UAD197|REAL|||NR2|Proposal|||||['http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset', 'http://www.iop.rwth-aachen.de/PPC/1/1/shiftCalendar']||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/grossStock|gross stock|||1|1|||A71|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|http://www.iop.rwth-aachen.de/PPC/1/1/inventoryData|NON_DEPENDENT_P_DET||Overall stock that includes all types of stock (reserved, purchased, blocked, safety, available).|<eigene>|||1|||||REAL|||NR2..8.2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/handlingDevice|handling device||@HD|1|1||||||||Plastic materials, either in virgin forms or regrind, are subject to contamination by moisture, which manifests itself in various ways. A dryer is the technical asset to remove or reduce the materials moisture.|<eigene>||||||||||||Proposal|||||||||http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset||['http://www.iop.rwth-aachen.de/PPC/1/1/deviceId', 'http://www.iop.rwth-aachen.de/PPC/1/1/deviceType', 'http://www.iop.rwth-aachen.de/PPC/1/1/throughput']|['http://www.iop.rwth-aachen.de/PPC/1/1/name', 'http://www.iop.rwth-aachen.de/PPC/1/1/manufacturer', 'http://www.iop.rwth-aachen.de/PPC/1/1/yearOfConstruction', 'http://www.iop.rwth-aachen.de/PPC/1/1/locationName', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTF', 'http://www.iop.rwth-aachen.de/PPC/1/1/MTTR', 'http://www.iop.rwth-aachen.de/PPC/1/1/grossCapacity', 'http://www.iop.rwth-aachen.de/PPC/1/1/overallEquipmentEfficency', 'http://www.iop.rwth-aachen.de/PPC/1/1/hourlyRate', 'http://www.iop.rwth-aachen.de/PPC/1/1/statusTA']|||||||
http://www.iop.rwth-aachen.de/IM/1/1/heatingPower|heating power|||1|1|p_heating}||K27|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/dryer|NON_DEPENDENT_P_DET||The power that is necessary to reach the planned temperature.|<eigene>|||kW|UAA583|||UAD003|REAL|||NR2|Proposal|||||||||||||||||||
http://www.iop.rwth-aachen.de/PPC/1/1/high|high||@HIGH|1|1||||['http://www.iop.rwth-aachen.de/PPC/1/1/salesDocument', 'http://www.iop.rwth-aachen.de/PPC/1/1/productionOrder']|||||||||||||||||Proposal||||||HIGH|http://www.iop.rwth-aachen.de/PPC/1/1/EnumPriority||||||||||||
http://www.iop.rwth-aachen.de/IM/1/1/holdingPressure|holding pressure|clamping pressure||1|1|p_h}||K15|http://www.iop.rwth-aachen.de/PPC/1/1/technicalAsset|http://www.iop.rwth-aachen.de/PPC/1/1/injectionMoldingMachine|NON_DEPENDENT_P_DET||Melt pressure(s) which is/are applied during holding time(s) calculated by dividing the max. theoretical holding force(s) by the screw/piston section area.|EUROMAP 5|||bar|UAA323|||UAD142|REAL|||NR2|Proposal|||||||||||||||||||
